"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	10	389421	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	13	444427	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	11	480747	Unreliable
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			101	5816708	1.7
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"					125	5816708	2.1
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			12	5822722	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	13	432393	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	14	483091	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	13	485038	Unreliable
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			72	5822722	1.2
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"					102	5822722	1.8
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by drowning and submersion"	"X71"			11	5829467	Unreliable
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			21	5829467	0.4
	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	11	370934	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	10	424695	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	13	474070	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	11	433844	Unreliable
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			98	5829467	1.7
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"					133	5829467	2.3
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			13	5817702	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	12	365124	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	15	419973	Unreliable
	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	20	459838	4.3
	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	13	486152	Unreliable
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			101	5817702	1.7
"Total"	"Pennsylvania"	"42"	"Female"	"F"	"2016"	"2016"					125	5817702	2.1
"Total"	"Pennsylvania"	"42"	"Female"	"F"							587	29101392	2.0
"Total"	"Pennsylvania"	"42"									587	29101392	2.0
"Total"	"Rhode Island"	"44"	"Female"	"F"							33	2440238	1.4
"Total"	"Rhode Island"	"44"									33	2440238	1.4
	"South Carolina"	"45"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	11	171866	Unreliable
"Total"	"South Carolina"	"45"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			67	2132292	3.1
"Total"	"South Carolina"	"45"	"Female"	"F"	"2012"	"2012"					75	2132292	3.5
	"South Carolina"	"45"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	12	170629	Unreliable
"Total"	"South Carolina"	"45"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			63	2158383	2.9
"Total"	"South Carolina"	"45"	"Female"	"F"	"2013"	"2013"					68	2158383	3.2
	"South Carolina"	"45"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	13	160103	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	13	172819	Unreliable
"Total"	"South Carolina"	"45"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			83	2188932	3.8
"Total"	"South Carolina"	"45"	"Female"	"F"	"2014"	"2014"					88	2188932	4.0
	"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	12	156891	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	12	160259	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	11	167338	Unreliable
"Total"	"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			91	2222193	4.1
"Total"	"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"					100	2222193	4.5
	"South Carolina"	"45"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	10	162684	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	12	174624	Unreliable
"Total"	"South Carolina"	"45"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			94	2256905	4.2
"Total"	"South Carolina"	"45"	"Female"	"F"	"2016"	"2016"					104	2256905	4.6
"Total"	"South Carolina"	"45"	"Female"	"F"							435	10958705	4.0
"Total"	"South Carolina"	"45"									435	10958705	4.0
"Total"	"South Dakota"	"46"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			12	365229	Unreliable
"Total"	"South Dakota"	"46"	"Female"	"F"	"2014"	"2014"					12	365229	Unreliable
"Total"	"South Dakota"	"46"	"Female"	"F"	"2015"	"2015"					12	367375	Unreliable
"Total"	"South Dakota"	"46"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			10	369852	Unreliable
"Total"	"South Dakota"	"46"	"Female"	"F"	"2016"	"2016"					10	369852	Unreliable
"Total"	"South Dakota"	"46"	"Female"	"F"							42	1822544	2.3
"Total"	"South Dakota"	"46"									42	1822544	2.3
	"Tennessee"	"47"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	10	213230	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	13	228748	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"65-69 years"	"65-69"	10	163859	Unreliable
"Total"	"Tennessee"	"47"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			89	2906292	3.1
"Total"	"Tennessee"	"47"	"Female"	"F"	"2012"	"2012"					98	2906292	3.4
	"Tennessee"	"47"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	10	223527	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	12	238719	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	16	231495	Unreliable
"Total"	"Tennessee"	"47"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			88	2927792	3.0
"Total"	"Tennessee"	"47"	"Female"	"F"	"2013"	"2013"					99	2927792	3.4
	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	11	220018	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	15	219389	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	17	239689	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	14	233054	Unreliable
"Total"	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			95	2955895	3.2
"Total"	"Tennessee"	"47"	"Female"	"F"	"2014"	"2014"					101	2955895	3.4
"Total"	"Tennessee"	"47"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			12	2980515	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	16	238317	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	11	213462	Unreliable
"Total"	"Tennessee"	"47"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			75	2980515	2.5
"Total"	"Tennessee"	"47"	"Female"	"F"	"2015"	"2015"					96	2980515	3.2
"Total"	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			14	3005782	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	10	208554	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	13	222607	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	19	234389	Unreliable
"Total"	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			91	3005782	3.0
"Total"	"Tennessee"	"47"	"Female"	"F"	"2016"	"2016"					116	3005782	3.9
"Total"	"Tennessee"	"47"	"Female"	"F"							510	14776276	3.5
"Total"	"Tennessee"	"47"									510	14776276	3.5
"Total"	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by drowning and submersion"	"X71"			13	11193032	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			34	11193032	0.3
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"20-24 years"	"20-24"	14	937209	Unreliable
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"25-29 years"	"25-29"	20	930372	2.1
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	22	925423	2.4
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	21	879531	2.4
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	14	893303	Unreliable
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	24	862527	2.8
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	18	873636	Unreliable
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	21	788553	2.7
	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	15	657310	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			205	11193032	1.8
"Total"	"Texas"	"48"	"Female"	"F"	"2012"	"2012"					262	11193032	2.3
"Total"	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"			36	11374068	0.3
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"15-19 years"	"15-19"	12	915489	Unreliable
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"20-24 years"	"20-24"	19	951812	Unreliable
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"25-29 years"	"25-29"	20	938580	2.1
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	13	945780	Unreliable
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	17	886049	Unreliable
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	22	905874	2.4
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	22	851922	2.6
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	25	880822	2.8
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	28	808641	3.5
	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	20	674619	3.0
"Total"	"Texas"	"48"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			225	11374068	2.0
"Total"	"Texas"	"48"	"Female"	"F"	"2013"	"2013"					274	11374068	2.4
"Total"	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			31	11631293	0.3
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"20-24 years"	"20-24"	15	968365	Unreliable
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"25-29 years"	"25-29"	20	964505	2.1
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	15	970141	Unreliable
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	20	905532	2.2
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	22	919073	2.4
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	21	855640	2.5
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	39	891985	4.4
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	28	827845	3.4
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	15	699917	Unreliable
	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"65-69 years"	"65-69"	17	565923	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			240	11631293	2.1
"Total"	"Texas"	"48"	"Female"	"F"	"2014"	"2014"					280	11631293	2.4
"Total"	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			51	11866510	0.4
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"25-29 years"	"25-29"	14	991568	Unreliable
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	13	985448	Unreliable
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	34	930639	3.7
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	24	921153	2.6
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	29	872576	3.3
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	36	892185	4.0
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	31	846891	3.7
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	27	725752	3.7
	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"65-69 years"	"65-69"	17	595417	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			263	11866510	2.2
"Total"	"Texas"	"48"	"Female"	"F"	"2015"	"2015"					329	11866510	2.8
"Total"	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by drowning and submersion"	"X71"			12	12043879	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			44	12043879	0.4
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"15-19 years"	"15-19"	11	961221	Unreliable
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"20-24 years"	"20-24"	20	968789	2.1
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"25-29 years"	"25-29"	21	1014955	2.1
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"30-34 years"	"30-34"	31	996323	3.1
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"35-39 years"	"35-39"	16	953265	Unreliable
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"40-44 years"	"40-44"	30	911913	3.3
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"45-49 years"	"45-49"	20	894707	2.2
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"50-54 years"	"50-54"	38	878271	4.3
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"55-59 years"	"55-59"	25	859405	2.9
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"60-64 years "	"60-64"	28	746108	3.8
	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"65-69 years"	"65-69"	11	627634	Unreliable
"Total"	"Texas"	"48"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			272	12043879	2.3
"Total"	"Texas"	"48"	"Female"	"F"	"2016"	"2016"					338	12043879	2.8
"Total"	"Texas"	"48"	"Female"	"F"							1483	58108782	2.6
"Total"	"Texas"	"48"									1483	58108782	2.6
"Total"	"Utah"	"49"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			23	1168149	2.0
"Total"	"Utah"	"49"	"Female"	"F"	"2012"	"2012"					26	1168149	2.2
"Total"	"Utah"	"49"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"			24	1191364	2.0
"Total"	"Utah"	"49"	"Female"	"F"	"2013"	"2013"					32	1191364	2.7
"Total"	"Utah"	"49"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			24	1213039	2.0
"Total"	"Utah"	"49"	"Female"	"F"	"2014"	"2014"					30	1213039	2.5
"Total"	"Utah"	"49"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			30	1239031	2.4
"Total"	"Utah"	"49"	"Female"	"F"	"2015"	"2015"					34	1239031	2.7
"Total"	"Utah"	"49"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			36	1264091	2.8
"Total"	"Utah"	"49"	"Female"	"F"	"2016"	"2016"					43	1264091	3.4
"Total"	"Utah"	"49"	"Female"	"F"							165	6075674	2.7
"Total"	"Utah"	"49"									165	6075674	2.7
"Total"	"Vermont"	"50"	"Female"	"F"	"2013"	"2013"					10	286487	Unreliable
"Total"	"Vermont"	"50"	"Female"	"F"							26	1432650	1.8
"Total"	"Vermont"	"50"									26	1432650	1.8
"Total"	"Virginia"	"51"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			44	3659887	1.2
"Total"	"Virginia"	"51"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			25	3659887	0.7
"Total"	"Virginia"	"51"	"Female"	"F"	"2012"	"2012"					80	3659887	2.2
"Total"	"Virginia"	"51"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"			59	3691107	1.6
"Total"	"Virginia"	"51"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			32	3691107	0.9
"Total"	"Virginia"	"51"	"Female"	"F"	"2013"	"2013"					97	3691107	2.6
	"Virginia"	"51"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	"55-59 years"	"55-59"	10	291720	Unreliable
"Total"	"Virginia"	"51"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			48	3725225	1.3
"Total"	"Virginia"	"51"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			30	3725225	0.8
"Total"	"Virginia"	"51"	"Female"	"F"	"2014"	"2014"					88	3725225	2.4
	"Virginia"	"51"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	"45-49 years"	"45-49"	10	286707	Unreliable
"Total"	"Virginia"	"51"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			61	3753099	1.6
"Total"	"Virginia"	"51"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			25	3753099	0.7
"Total"	"Virginia"	"51"	"Female"	"F"	"2015"	"2015"					97	3753099	2.6
"Total"	"Virginia"	"51"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			51	3771251	1.4
"Total"	"Virginia"	"51"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			47	3771251	1.2
"Total"	"Virginia"	"51"	"Female"	"F"	"2016"	"2016"					114	3771251	3.0
"Total"	"Virginia"	"51"	"Female"	"F"							476	18600569	2.6
"Total"	"Virginia"	"51"									476	18600569	2.6
"Total"	"Washington"	"53"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			42	3024561	1.4
"Total"	"Washington"	"53"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			17	3024561	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2012"	"2012"					64	3024561	2.1
"Total"	"Washington"	"53"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"			41	3053163	1.3
"Total"	"Washington"	"53"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			22	3053163	0.7
"Total"	"Washington"	"53"	"Female"	"F"	"2013"	"2013"					72	3053163	2.4
	"Washington"	"53"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	"50-54 years"	"50-54"	11	247144	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			68	3093586	2.2
"Total"	"Washington"	"53"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			11	3093586	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2014"	"2014"					88	3093586	2.8
	"Washington"	"53"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	"60-64 years "	"60-64"	10	228933	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			68	3144443	2.2
